Training Record ID,Routeway,Days On Programme,Age at Induction,Actual Learner Type,Maths GCSE Grade,English GCSE Grade,Company Size,Industry,Appr Opp Concern,Apprentice Salary,Ethnicity,Gender,LLDD Health Prob
34231,DA,430,33,Straight Sign Up,.,.,"1,000+",Law & Government,SSU Salary - already on for minimum and offered,"11,285",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34229,DA,374,17,Straight Sign Up,.,.,"1,000+",Law & Government,"Salary - council with band for salary, cant up","11,251",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35280,IT,371,20,New Apprentice,5,4,Oct-49,Jobs & Education,"DC 03/02/23Only send over candidates who are 19+, GA has said we cannot support the &pound;4.30 salary for 16-18 as it's only &pound;6k per year (term time only, 40 weeks instead of 52)
Council are supporting with Duty 10 & 13","11,235",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34504,IT,382,18,New Apprentice,5,4,"1,000+",Health,,"11,232",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34503,IT,382,18,New Apprentice,4,06-Apr,"1,000+",Health,,"11,232",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34499,IT,379,18,New Apprentice,7,4,"1,000+",Health,,"11,232",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34594,IT,367,20,New Apprentice,5,5,50-249,Computers & Electronics,,"11,213",35,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34593,IT,367,21,New Apprentice,6,4,50-249,Computers & Electronics,,"11,213",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32800,DM,376,23,New Apprentice,B,B,Oct-49,Business & Industrial,,"11,200",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34747,IT,383,22,New Apprentice,4,4,"1,000+",Law & Government,"PH note, Council, no room to negotiate further on salary.","11,101",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34487,IT,366,20,New Apprentice,6,5,"1,000+",Law & Government,,"11,101",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35549,IT,374,18,Straight Sign Up,2,5,50-249,Business & Industrial,SJ 31/05/2023 - PH signed off on wage.,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35482,IT,379,21,New Apprentice,4,5,01-Sep,Internet & Telecom,,"11,000",34,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35197,DM,384,23,New Apprentice,C,A,Oct-49,Shopping,SJ 19/01 - GA signed off on lower wage but the employer would be open to paying more.,"11,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35060,DM,388,18,New Apprentice,8,8,Oct-49,Shopping,,"11,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34806,SWD,374,24,New Apprentice,C,C,50-249,Home & Garden,"GA Approved, Levy and SW, salary increased from &pound;9500 to &pound;11,000","11,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34397,DM,390,19,New Apprentice,7,7,Oct-49,Shopping,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34396,DM,390,18,New Apprentice,4,4,Oct-49,Shopping,"Salary signed off, low expectations for 16-18 year old","11,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34290,IT,408,18,New Apprentice,4,5,Oct-49,Computers & Electronics,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34096,SWD,371,19,Straight Sign Up,9,7,Oct-49,Internet & Telecom,"Employer offered candidate at lower than 12500 salary, SSU","11,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33385,DM,370,20,New Apprentice,7,7,500-999,Business & Industrial,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33232,SWD,367,20,New Apprentice,7,5,250-499,Computers & Electronics,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33227,DM,434,27,New Apprentice,A,C,Oct-49,Business & Industrial,"DP - initial concern on mentor, questioned TH who confirmed.","11,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33212,IT,373,20,New Apprentice,4,5,01-Sep,Internet & Telecom,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33126,IT,366,26,New Apprentice,A,C,50-249,Internet & Telecom,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33084,DM,374,20,New Apprentice,5,6,Oct-49,Business & Industrial,,"11,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32778,DM,382,20,New Apprentice,4,6,Oct-49,Business & Industrial,,"11,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32741,IT,371,18,New Apprentice,5,5,50-249,Business & Industrial,,"11,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35128,SWD,368,32,New Apprentice,B,C,50-249,Internet & Telecom,,"10,982",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34326,IT,374,19,Straight Sign Up,6,5,Oct-49,Computers & Electronics,"Sourced own candidate, offered salary and we couldn't improve","10,941",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32493,IT,446,16,Straight Sign Up,7,9,Oct-49,Internet & Telecom,,"10,816",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32736,IT,372,23,New Apprentice,B,B,Oct-49,Computers & Electronics,,"10,800",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33735,IT,399,24,New Apprentice,B,B,Oct-49,Business & Industrial,,"10,750",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33093,DM,399,21,New Apprentice,5,4,01-Sep,Internet & Telecom,,"10,750",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34026,DM,385,18,Straight Sign Up,8,7,01-Sep,Business & Industrial,Salary - employer already had candidate offered for lower salary.,"10,725",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32713,DM,367,26,New Apprentice,D,C,,Business & Industrial,,"10,725",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32682,DM,374,17,New Apprentice,4,4,Oct-49,Shopping,,"10,725",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32662,IT,379,18,New Apprentice,5,3,Oct-49,Internet & Telecom,,"10,725",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33341,DM,390,23,New Apprentice,B,B,Oct-49,Business & Industrial,,"10,712",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33765,DM,372,19,New Apprentice,4,8,50-249,Business & Industrial,,"10,560",43,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34455,IT,369,18,New Apprentice,5,4,01-Sep,Computers & Electronics,,"10,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32956,IT,380,25,New Apprentice,B,D,250-499,Computers & Electronics,,"10,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32850,IT,393,19,New Apprentice,4,5,250-499,Computers & Electronics,,"10,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32771,IT,391,17,New Apprentice,6,6,250-499,Computers & Electronics,,"10,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33296,SWD,366,23,New Apprentice,C,C,,Internet & Telecom,"DP 14/02/22 - Wage lower than £12,000, signed off by SMT","10,400",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33171,DM,427,23,New Apprentice,2,C,50-249,Business & Industrial,,"10,400",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33131,IT,367,21,New Apprentice,3,4,01-Sep,Internet & Telecom,,"10,400",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32939,DM,445,21,Straight Sign Up,6,4,,Internet & Telecom,,"10,400",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32877,IT,366,19,New Apprentice,4,4,"1,000+",Law & Government,,"10,400",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32811,DA,437,22,New Apprentice,A,A,Oct-49,Jobs & Education,,"10,400",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32791,IT,407,35,New Apprentice,C,D,Oct-49,Business & Industrial,,"10,335",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32602,IT,369,18,Straight Sign Up,4,5,Oct-49,Computers & Electronics,,"10,332",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32601,IT,614,20,Straight Sign Up,7,4,Oct-49,Computers & Electronics,,"10,332",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35478,IT,380,19,New Apprentice,5,5,50-249,Jobs & Education,GA has approved the salary as it's a trust and they have standardised this salary for all apprentice roles. No budging.,"10,296",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35258,IT,374,21,New Apprentice,7,6,50-249,Jobs & Education,,"10,296",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35014,IT,367,20,New Apprentice,4,5,Oct-49,Internet & Telecom,"GA, approved at lower wage for 18 but will increase depending on age of candidate

OB - Employer stated don't usually write own scripts but will for the apprenticeship. Already had an achiever.","10,296",45,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
31706,DM,508,21,New Apprentice,3,4,Oct-49,Jobs & Education,,"10,296",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35472,DA,374,20,New Apprentice,8,6,250-499,Law & Government,OB - salary signed off by GA - council,"10,200",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35263,IT,367,19,Straight Sign Up,6,5,500-999,Jobs & Education,OB 15/03 - lower salary signed off by GA - trust,"10,187",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35698,IT,368,22,New Apprentice,FS,FS,50-249,Jobs & Education,,"10,186",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35695,IT,368,19,New Apprentice,7,5,50-249,Jobs & Education,"Low salary, signed off by PS","10,158",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33487,IT,376,17,New Apprentice,4,3,Oct-49,Computers & Electronics,,"10,140",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32457,DM,491,19,New Apprentice,4,4,01-Sep,Arts & Entertainment,,"10,100",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33000,SWD,366,23,New Apprentice,A,B,Oct-49,Computers & Electronics,,"10,010",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32584,DM,511,19,New Apprentice,4,7,01-Sep,Unknown,,"10,010",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35010,IT,367,21,New Apprentice,C,C,,Computers & Electronics,,"10,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34363,IT,373,19,New Apprentice,6,5,500-999,Jobs & Education,Salary signed off Trust = bands,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34161,SWD,372,18,New Apprentice,6,4,500-999,Jobs & Education,"Salary lower, working in bands so agreed, trust","10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34103,IT,372,19,New Apprentice,4,4,500-999,Jobs & Education,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33844,IT,421,18,Straight Sign Up,8,8,01-Sep,Internet & Telecom,"26/04 - LM - Wage signed off by PH at £10k

Candidate is 1hr 25 mins from employer, will have driving test in August and getting a car after - Signed off by PH","10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33584,IT,415,20,New Apprentice,5,6,500-999,Jobs & Education,,"10,000",41,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33562,IT,368,19,Straight Sign Up,6,5,50-249,Arts & Entertainment,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33556,IT,367,21,Straight Sign Up,4,4,Oct-49,Jobs & Education,"LM - 15/03 - Wage been signed off by PH before call went ahead, candidate is dropping from 20k to 10k to go onto the apprenticeship, candidate has everything in place and is not concerned about the drop. Living at home with parents and has support","10,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33369,DA,381,21,New Apprentice,6,4,50-249,Computers & Electronics,"SJ 28/02/22 Role changed from IT to Data but SJ and DC both looked into WPC and role which fits.
dc 28/02/22 - Leaner left a previous role within a week AJ spoke with employer confirmed they are happy to support the learner","10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33368,DA,380,19,New Apprentice,7,3,Oct-49,Computers & Electronics,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33355,IT,384,17,New Apprentice,5,6,01-Sep,Computers & Electronics,,"10,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33258,IT,373,17,New Apprentice,5,5,01-Sep,Computers & Electronics,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33225,DM,418,20,New Apprentice,4,5,Oct-49,Business & Industrial,,"10,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33176,DM,399,24,New Apprentice,A,B,50-249,Business & Industrial,,"10,000",44,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33133,IT,370,22,New Apprentice,2,4,01-Sep,Computers & Electronics,,"10,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33072,SWD,435,23,New Apprentice,B,A,Oct-49,Computers & Electronics,,"10,000",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33064,DM,463,30,New Apprentice,C,C,Oct-49,Law & Government,,"10,000",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33057,DM,380,21,New Apprentice,4,5,Oct-49,Jobs & Education,,"10,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32959,IT,679,18,New Apprentice,4,4,Oct-49,Internet & Telecom,,"10,000",41,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32941,DM,367,18,New Apprentice,6,8,Oct-49,Jobs & Education,,"10,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32932,DM,443,19,New Apprentice,5,4,,Internet & Telecom,,"10,000",40,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32875,IT,367,17,New Apprentice,7,6,Oct-49,Internet & Telecom,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32835,SWD,366,21,New Apprentice,C,4,50-249,Arts & Entertainment,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32831,SWD,368,20,Straight Sign Up,7,7,"1,000+",Food & Drink,,"10,000",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32687,DM,493,18,New Apprentice,6,6,Oct-49,Business & Industrial,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32685,DM,380,23,New Apprentice,C,B,01-Sep,Internet & Telecom,,"10,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32678,DM,370,22,New Apprentice,C,C,01-Sep,Arts & Entertainment,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32666,IT,378,18,New Apprentice,4,4,50-249,Computers & Electronics,,"10,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32665,IT,398,18,New Apprentice,5,4,50-249,Computers & Electronics,,"10,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32664,IT,380,29,New Apprentice,C,C,01-Sep,Internet & Telecom,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32603,IT,379,18,New Apprentice,5,6,50-249,Internet & Telecom,,"10,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32525,IT,413,18,New Apprentice,7,5,50-249,Computers & Electronics,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32401,IT,374,23,New Apprentice,A,A,50-249,Law & Government,,"10,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32600,IT,407,19,New Apprentice,5,5,"1,000+",Health,,"9,945",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35040,IT,371,22,New Apprentice,4,5,Oct-49,Jobs & Education,"LN-01.12.22
PH signed off all wage requests","9,820",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32790,IT,442,19,New Apprentice,4,4,Oct-49,Computers & Electronics,,"9,750",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34752,IT,383,22,New Apprentice,7,4,"1,000+",Jobs & Education,DC 24/10/22 - Trust so agreed salary at lower wage at it is there banding,"9,620",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32814,DA,464,20,New Apprentice,4,6,"1,000+",Law & Government,,"9,620",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35623,DA,376,19,New Apprentice,6,8,500-999,Jobs & Education,OB - PH approved salary as trust,"9,609",41,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35366,DM,385,19,New Apprentice,4,5,50-249,Internet & Telecom,BB - Salary approved at lower for customer,"9,609",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33658,DM,371,17,New Apprentice,6,6,50-249,People & Society,23/03/22 DC- Wage below 12k signed off by GA/PH,"9,500",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33540,SWD,371,20,New Apprentice,9,8,50-249,Home & Garden,,"9,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32802,DM,376,22,New Apprentice,C,C,50-249,People & Society,,"9,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34762,DM,397,18,Straight Sign Up,7,7,"1,000+",Health,"PH approved, 06/01, salary approved as NHS so public sector.","9,405",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34609,DA,373,19,New Apprentice,7,4,500-999,Health,,"9,405",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34606,DA,375,26,New Apprentice,C,C,500-999,Health,,"9,405",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34605,DA,373,20,New Apprentice,7,6,500-999,Health,,"9,405",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34403,DM,385,27,New Apprentice,C,C,50-249,Internet & Telecom,,"9,380",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33760,IT,398,28,New Apprentice,B,C,250-499,Jobs & Education,DC 06/06/22 - Wage below 12k signed off by PH,"9,380",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35228,DM,373,19,WFD,5,7,Oct-49,Internet & Telecom,"OB - wage signed off by PH, WFD so already in the role.","9,379",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35204,IT,383,20,WFD,6,5,50-249,Internet & Telecom,Wage has been signed off as under £12k - PS discussed with candidate on screening and lives at home. More interested in the opportunity over salary. Only 1.5 miles from office,"9,379",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34840,IT,366,19,New Apprentice,8,7,50-249,People & Society,"GA - approved salary as they have no movement and have offered their most recent learner this salary.

LN-11.11.22
No mentor stated but everything runs through Paul- same job role but diff school","9,379",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34222,DA,371,28,New Apprentice,C,B,Oct-49,Jobs & Education,"LN-26.05.22
LN wage concern, £9,000. Signed off by Hutch","9,379",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34137,DM,366,18,Straight Sign Up,.,.,01-Sep,Home & Garden,"Salary - already offered at lower salary, SSU","9,379",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34024,DM,407,17,New Apprentice,5,6,Oct-49,Business & Industrial,Straight sign up wage agreed,"9,379",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34023,DM,385,18,New Apprentice,5,5,Oct-49,Business & Industrial,,"9,379",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33840,DM,387,17,New Apprentice,4,6,Oct-49,Business & Industrial,,"9,379",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33514,SWD,371,25,New Apprentice,A,B,Oct-49,Internet & Telecom,,"9,379",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35360,IT,370,19,New Apprentice,4,5,01-Sep,Jobs & Education,OB - 17/03 low salary signed off by BB as a school - increasing in April,"9,377",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32616,IT,436,16,New Apprentice,5,6,01-Sep,Internet & Telecom,,"9,360",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34686,SWD,387,39,New Apprentice,A,C,50-249,Law & Government,,"9,280",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34685,SWD,387,19,New Apprentice,5,5,50-249,Law & Government,,"9,280",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34846,IT,369,21,WFD,4,4,01-Sep,Jobs & Education,"DC 18/11/22 - PH Signed off wage less than &pound;12,500 - trust","9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34658,IT,366,21,New Apprentice,5,4,Oct-49,Jobs & Education,,"9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34580,IT,366,23,New Apprentice,4,L2,50-249,Jobs & Education,,"9,254",44,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34524,SWD,370,18,Straight Sign Up,8,7,"1,000+",Law & Government,,"9,254",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34410,DA,373,18,New Apprentice,7,7,250-499,Jobs & Education,,"9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34271,SWD,379,25,Straight Sign Up,.,.,"1,000+",Law & Government,"LN-24.08.22
Wage and hybrid signed off by PH","9,254",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34265,IT,371,19,Straight Sign Up,.,.,"1,000+",Law & Government,"Council with band salary, can't increase.","9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34261,IT,369,20,Straight Sign Up,.,.,"1,000+",Law & Government,"PH - Signed off Minimum salary and Hybrid role.
MW - Candidate has left 2 previous apprenticeships and a role after only completing for 2 months. 
Checked all of this a number of times.","9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34101,IT,372,24,New Apprentice,A,L2,Oct-49,Jobs & Education,Health assessment carried out after offer which raised some concerns around health and wellbeing. Candidate was invited in for half day 21/07 and employer wants to proceed. PS/PH approved to delay induction to last week of september to allow time to settl,"9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34003,IT,371,19,New Apprentice,8,6,Oct-49,Jobs & Education,"LN-24.06.22
Wage signed off by GA
Salary signed off Trust = bands","9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33678,IT,516,19,New Apprentice,4,5,50-249,Jobs & Education,,"9,254",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33647,IT,368,25,WFD,B,C,250-499,Law & Government,,"9,254",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33438,DM,366,24,New Apprentice,B,A,50-249,People & Society,"SC 10/03/22 - Have a marketing function but no marketing manager. Tom questioned this in depth, enough time and experience to support","9,254",38,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35675,IT,368,21,New Apprentice,4,5,50-249,Jobs & Education,,"9,129",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35354,IT,370,25,New Apprentice,B,C,50-249,Jobs & Education,"GA approved salary, can't budge.","9,129",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32770,IT,405,19,New Apprentice,4,5,50-249,Computers & Electronics,,"9,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32683,DM,527,18,New Apprentice,4,5,50-249,Finance,,"9,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32429,DM,367,22,New Apprentice,B,A,250-499,Jobs & Education,,"9,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32873,IT,371,19,New Apprentice,7,5,50-249,Jobs & Education,,"8,950",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32407,SWD,372,18,Straight Sign Up,C,B,Oct-49,Computers & Electronics,,"8,775",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32849,IT,399,18,New Apprentice,7,6,50-249,Law & Government,,"8,658",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32879,IT,389,17,New Apprentice,6,5,Oct-49,Jobs & Education,,"8,476",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32737,IT,381,17,New Apprentice,5,5,Oct-49,Jobs & Education,,"8,476",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33349,IT,376,21,New Apprentice,5,7,50-249,Jobs & Education,Lower wage due to being an account management role.,"8,385",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33255,IT,632,26,New Apprentice,C,C,Oct-49,Jobs & Education,,"8,385",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33045,IT,661,19,New Apprentice,4,6,500-999,Food & Drink,,"8,385",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32677,DM,374,19,New Apprentice,6,6,Oct-49,Computers & Electronics,,"8,385",39,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32517,DM,373,20,Straight Sign Up,5,7,Oct-49,Business & Industrial,,"8,385",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33047,IT,371,26,New Apprentice,B,C,50-249,People & Society,,"8,372",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32751,IT,387,22,New Apprentice,N/A,N/A,50-249,Internet & Telecom,,"8,365",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
